"Story","Title","Result","Date","Stability","Duration (s)"
"Login Accessibility - AC2","The one where pressing the enter key while on the login button will log me in successfully","SUCCESS","2021-03-07T23:39:55.6081854Z[Europe/London]","0.0","8.73"
